user_a,user_b,timestamp
123,171,12/06/2024 10:32:48
148,912,17/05/2024 02:31:40
121,1894,26/05/2024 05:10:33
332,184,01/06/2024 04:54:41
912,350,07/05/2024 09:14:37
1380,1802,31/08/2024 04:18:21
543,1045,20/07/2024 07:20:13
912,961,27/05/2024 00:31:38
148,1717,17/05/2024 07:29:42
941,409,31/05/2024 21:42:59
1693,41,31/08/2024 03:56:10
385,286,23/05/2024 10:56:29
369,511,11/06/2024 07:29:27
1482,493,28/04/2024 01:14:51
1371,1771,05/05/2024 08:06:34
1049,615,28/05/2024 01:35:55
1846,1645,23/05/2024 05:22:35
511,369,11/06/2024 07:42:20
166,1279,27/04/2024 03:48:15
444,717,03/05/2024 11:57:23
658,1033,29/04/2024 20:28:44
148,460,07/05/2024 00:54:40
1894,94,30/06/2024 00:35:36
943,142,27/05/2024 09:53:07
810,1338,04/08/2024 21:46:01
1357,493,22/05/2024 06:23:15
148,460,04/05/2024 08:58:48
1776,1075,21/05/2024 03:00:28
694,1768,06/05/2024 09:53:42
491,985,03/06/2024 05:26:41
1471,1320,21/05/2024 05:17:07
1310,741,20/05/2024 22:33:38
857,165,17/05/2024 05:51:09
281,737,12/06/2024 05:12:42
1836,496,29/04/2024 01:39:59
651,563,04/06/2024 00:18:26
1565,1476,06/05/2024 04:15:03
574,171,10/06/2024 03:21:03
224,984,30/04/2024 05:05:32
912,624,10/05/2024 06:10:05
1482,493,28/04/2024 00:39:23
103,1024,25/04/2024 11:24:05
1590,642,20/05/2024 08:02:36
770,53,09/05/2024 10:52:18
1049,1380,16/08/2024 22:04:25
1222,647,21/05/2024 08:03:32
1360,1448,27/08/2024 09:09:50
332,1390,13/06/2024 05:12:50
121,231,06/05/2024 09:53:37
1649,476,21/05/2024 08:09:08
1639,1571,05/05/2024 05:37:40
1058,1114,04/05/2024 07:21:37
1482,1158,30/04/2024 04:19:55
1028,1566,01/05/2024 09:10:40
385,1476,24/05/2024 06:20:15
294,1133,09/05/2024 08:50:22
326,443,26/05/2024 20:43:22
1049,1380,12/08/2024 19:52:23
1335,616,07/05/2024 04:52:47
1041,121,10/05/2024 10:08:19
1866,125,24/05/2024 11:17:48
1340,366,10/05/2024 01:06:25
3,777,04/06/2024 00:41:52
1291,286,28/08/2024 07:27:44
1118,1091,11/05/2024 09:39:25
961,902,27/05/2024 04:54:54
723,1466,03/05/2024 07:08:55
123,281,21/05/2024 08:34:26
811,1429,26/05/2024 01:18:16
1102,294,01/05/2024 13:02:58
550,449,15/05/2024 06:25:39
1659,1790,09/06/2024 18:31:52
102,1309,24/05/2024 07:01:00
1760,1771,22/05/2024 02:10:58
1221,1623,17/05/2024 07:26:13
1380,1752,18/05/2024 17:16:35
857,1309,12/05/2024 22:47:38
318,1756,26/05/2024 09:12:04
202,603,11/05/2024 06:46:47
1036,771,18/05/2024 13:05:46
776,489,27/05/2024 08:01:10
53,1383,11/06/2024 08:02:29
449,326,09/05/2024 09:25:40
702,729,26/05/2024 05:15:11
1289,1717,27/05/2024 22:46:17
581,224,01/08/2024 09:59:38
1109,1275,13/06/2024 18:12:34
1058,498,22/05/2024 09:40:05
729,702,26/05/2024 05:04:18
779,1049,21/05/2024 20:14:13
1482,496,21/05/2024 06:46:55
711,1437,05/08/2024 18:21:40
72,223,29/05/2024 08:42:17
185,286,30/06/2024 06:38:19
1053,1287,20/05/2024 04:23:29
1109,1210,20/05/2024 18:10:28
116,873,09/06/2024 00:33:33
1513,1742,09/09/2024 03:29:46
1380,1802,10/09/2024 04:13:37
564,991,06/05/2024 23:50:04
1599,1289,09/06/2024 11:04:32
1389,1372,16/05/2024 01:27:04
752,740,04/06/2024 18:48:58
677,564,08/06/2024 07:25:12
1117,1253,27/04/2024 07:18:57
1509,1253,29/04/2024 10:00:30
41,1101,27/05/2024 08:04:26
202,387,24/04/2024 10:13:29
1609,148,27/07/2024 07:26:33
1555,281,09/06/2024 09:10:41
1028,967,22/04/2024 08:18:14
512,108,23/09/2024 20:07:50
123,1118,20/05/2024 22:44:13
577,970,07/05/2024 23:28:57
121,463,14/06/2024 08:52:26
1620,1169,06/05/2024 10:24:18
318,125,20/05/2024 22:27:42
123,1391,24/05/2024 22:55:57
1380,1802,31/08/2024 04:38:50
1819,1100,26/05/2024 11:01:28
1474,805,23/05/2024 22:47:11
148,460,07/05/2024 11:28:53
917,1482,28/04/2024 03:41:47
1109,171,04/07/2024 04:58:21
449,1364,04/06/2024 03:55:29
1219,1788,19/05/2024 23:59:03
481,729,25/05/2024 09:18:36
1790,932,28/05/2024 01:48:03
116,1347,30/06/2024 06:29:20
873,1670,12/05/2024 00:28:20
409,1496,06/05/2024 08:40:58
1391,1476,30/04/2024 04:56:55
125,1409,14/07/2024 08:17:32
171,1728,10/06/2024 04:36:08
1616,857,18/05/2024 04:23:03
1380,1802,31/08/2024 04:12:09
148,1609,02/07/2024 04:02:58
1689,153,12/05/2024 03:15:16
985,1393,20/05/2024 20:52:12
619,1372,05/05/2024 08:25:49
1717,1380,18/05/2024 07:53:00
1862,1234,22/04/2024 03:56:59
788,629,01/05/2024 01:28:21
1590,1704,27/04/2024 07:15:17
1102,1515,12/05/2024 09:34:23
1693,41,31/08/2024 03:27:20
1586,971,30/04/2024 21:16:21
216,1802,17/09/2024 23:48:58
1308,1459,05/05/2024 01:10:35
356,125,04/05/2024 10:49:44
318,583,03/05/2024 12:24:54
1545,615,26/05/2024 21:52:24
811,1429,25/05/2024 03:20:59
729,847,11/06/2024 08:34:17
1851,1545,02/05/2024 05:52:29
1595,103,25/04/2024 12:40:46
816,1476,04/05/2024 04:29:05
1136,1429,23/05/2024 03:56:48
584,275,09/07/2024 10:15:02
1789,1702,09/05/2024 11:07:45
1836,496,29/04/2024 01:33:04
801,587,08/06/2024 09:31:07
1474,449,19/10/2024 05:17:00
428,1298,06/05/2024 09:49:12
1419,1412,09/05/2024 22:37:08
210,140,27/05/2024 05:01:09
1058,495,15/05/2024 16:35:37
1619,1526,31/05/2024 22:38:58
444,1023,23/04/2024 04:50:15
1380,1802,24/09/2024 21:50:20
1265,1803,13/09/2024 17:56:13
1678,1391,28/04/2024 11:30:05
326,443,04/06/2024 06:21:58
281,122,11/06/2024 00:15:52
1862,1472,24/04/2024 08:46:11
517,1476,13/05/2024 08:32:34
1133,1183,09/05/2024 21:22:00
1531,185,28/06/2024 06:48:00
729,702,13/05/2024 04:11:23
1409,1846,28/05/2024 04:20:03
550,737,07/06/2024 04:58:19
148,1458,27/04/2024 11:01:20
902,1100,26/05/2024 10:50:12
1586,1458,30/04/2024 19:24:06
148,139,22/05/2024 05:58:38
452,959,09/05/2024 23:16:38
1308,961,25/05/2024 23:41:21
627,1252,10/06/2024 21:10:58
1802,602,27/09/2024 03:24:35
362,1109,30/06/2024 07:45:04
1451,148,20/07/2024 22:12:34
92,1513,25/05/2024 07:52:37
1091,366,15/05/2024 17:22:45
1295,627,28/08/2024 19:24:58
1531,243,26/08/2024 05:06:48
224,185,07/07/2024 23:49:03
1893,1384,03/05/2024 12:57:50
153,887,20/05/2024 08:58:13
185,1749,10/07/2024 01:03:38
148,1055,12/07/2024 23:25:03
148,1576,29/04/2024 05:51:34
1419,1320,01/05/2024 05:55:10
1324,1568,06/05/2024 03:40:22
125,752,17/05/2024 08:37:10
1041,125,21/05/2024 11:55:15
1100,1251,27/05/2024 07:41:34
1136,1846,24/05/2024 08:29:40
615,496,26/05/2024 08:40:25
1606,1789,21/05/2024 08:15:41
1765,1531,18/08/2024 04:42:37
1749,770,08/07/2024 05:24:09
679,607,04/05/2024 00:31:55
1496,1489,04/05/2024 01:35:21
123,622,03/06/2024 22:16:21
989,1076,07/08/2024 11:43:44
1078,1149,12/09/2024 20:04:17
1597,1202,24/05/2024 07:17:59
1790,243,23/08/2024 07:11:35
1384,1754,05/05/2024 07:30:08
894,69,01/05/2024 12:57:11
1113,971,12/05/2024 08:49:19
148,792,04/06/2024 22:21:16
1802,1759,30/09/2024 21:35:17
1513,202,08/05/2024 09:57:50
1789,125,26/05/2024 07:33:51
116,1893,03/05/2024 22:12:46
472,1803,26/10/2024 07:23:16
972,1645,07/09/2024 01:20:15
1422,1049,23/04/2024 19:43:35
148,1846,20/05/2024 01:36:59
1802,216,16/09/2024 02:39:46
224,1866,14/09/2024 23:32:39
1616,967,15/05/2024 22:15:32
616,1391,30/04/2024 04:15:46
1058,1424,24/05/2024 09:32:43
202,1776,02/05/2024 02:52:34
1320,546,27/04/2024 02:42:43
266,770,06/07/2024 12:29:17
1531,243,20/08/2024 19:12:52
553,1866,22/05/2024 03:50:30
512,1136,18/05/2024 07:41:40
1675,115,25/05/2024 23:50:10
1898,1458,28/04/2024 11:12:24
153,310,20/05/2024 09:01:58
125,966,20/05/2024 22:06:47
711,441,13/07/2024 05:27:18
202,532,23/04/2024 11:21:23
1846,32,26/05/2024 22:03:02
619,938,29/09/2024 04:45:37
1049,519,23/04/2024 10:05:15
577,1118,11/05/2024 09:44:09
822,543,14/06/2024 21:43:36
1049,747,13/05/2024 11:16:31
1513,1320,18/05/2024 06:32:16
808,873,24/05/2024 18:39:30
1878,187,19/05/2024 16:13:48
1102,869,06/05/2024 11:29:51
469,1116,01/06/2024 19:47:21
153,954,24/04/2024 12:26:34
961,476,22/05/2024 11:14:54
549,1565,07/05/2024 23:18:40
326,443,02/06/2024 08:16:21
400,1275,03/06/2024 08:36:30
1361,1866,02/06/2024 10:19:51
1595,871,20/05/2024 19:10:37
1531,266,16/08/2024 18:42:12
1049,1055,24/08/2024 05:23:17
202,957,23/05/2024 05:04:28
571,1866,21/05/2024 00:07:30
185,1016,04/07/2024 03:45:39
926,1728,06/05/2024 11:14:01
1676,740,20/05/2024 07:48:21
1864,1586,07/05/2024 00:12:41
1350,1323,02/06/2024 01:40:08
123,1219,19/05/2024 18:43:43
1118,1657,09/05/2024 00:05:39
862,788,13/06/2024 02:05:17
218,588,13/05/2024 02:20:58
550,1513,20/05/2024 07:27:55
1639,995,07/05/2024 11:31:36
1883,121,27/05/2024 07:58:24
1802,1049,31/08/2024 03:16:38
1419,176,19/07/2024 06:28:57
1095,154,07/05/2024 11:27:04
286,689,10/05/2024 11:56:19
1749,1649,11/07/2024 20:34:58
59,423,07/06/2024 23:00:01
1894,60,03/06/2024 20:55:06
574,1352,12/05/2024 17:25:05
550,737,21/05/2024 07:58:16
231,740,28/05/2024 04:35:57
1258,581,01/06/2024 02:47:41
1289,1437,11/07/2024 06:01:20
1324,1482,29/04/2024 04:40:40
1645,948,25/05/2024 06:42:33
41,896,11/05/2024 10:16:22
508,858,24/05/2024 09:00:07
1058,9,22/05/2024 09:41:33
1704,752,02/05/2024 02:20:04
742,121,11/06/2024 01:23:45
1017,799,07/06/2024 05:36:51
243,1425,10/08/2024 17:47:29
577,221,13/05/2024 00:03:02
1513,496,05/05/2024 10:29:26
460,1391,07/05/2024 00:12:56
53,1586,04/05/2024 07:09:34
1051,202,21/05/2024 10:52:15
1657,1118,10/05/2024 09:00:32
972,1615,27/05/2024 00:43:01
1862,358,02/06/2024 04:55:15
55,1233,19/05/2024 18:23:34
125,244,24/05/2024 10:57:42
202,1507,10/05/2024 01:15:35
1289,1396,28/05/2024 07:58:00
1391,1399,29/04/2024 23:42:19
616,778,06/05/2024 19:26:26
951,799,23/05/2024 22:38:01
1050,1616,15/05/2024 14:37:22
1135,1253,04/09/2024 08:16:00
894,1459,01/05/2024 11:30:36
755,770,09/05/2024 07:05:19
955,122,17/07/2024 16:00:18
1100,1819,25/05/2024 11:11:34
994,1132,05/05/2024 06:04:50
1843,710,02/05/2024 04:05:55
41,1181,05/06/2024 02:32:12
584,80,12/06/2024 23:43:43
123,275,19/05/2024 22:29:29
318,1513,08/05/2024 05:50:29
1337,1372,04/05/2024 09:31:33
314,688,28/04/2024 09:30:58
1509,1422,03/06/2024 20:34:40
71,1319,25/05/2024 07:11:55
1576,1319,12/05/2024 21:51:04
961,116,24/05/2024 09:47:35
230,926,06/05/2024 09:40:51
1028,252,20/05/2024 05:02:42
1866,966,28/05/2024 04:11:33
1078,1429,29/06/2024 23:28:43
702,1513,19/05/2024 07:27:47
71,31,25/05/2024 18:28:59
768,1409,27/08/2024 05:02:59
841,999,22/05/2024 05:56:08
1878,1349,25/05/2024 06:51:19
768,1456,10/10/2024 01:11:59
1393,149,07/05/2024 02:23:34
294,1102,04/05/2024 00:58:43
1639,948,13/07/2024 20:45:56
1715,1154,06/10/2024 08:44:52
822,1422,22/09/2024 08:34:14
140,103,25/04/2024 10:54:18
1337,761,06/05/2024 04:03:47
616,1391,11/05/2024 10:00:31
332,3,27/05/2024 03:52:53
890,1292,17/05/2024 05:09:48
1372,1389,07/05/2024 02:19:23
1538,202,13/05/2024 01:39:10
121,1894,26/05/2024 04:57:45
1058,1081,04/05/2024 08:08:52
1499,1673,07/05/2024 04:21:03
762,448,19/05/2024 06:39:19
794,125,05/05/2024 04:03:43
332,176,10/06/2024 04:05:10
1194,616,08/05/2024 07:51:21
1058,496,05/05/2024 10:29:57
247,1391,25/05/2024 10:30:39
1595,266,25/04/2024 11:52:24
776,489,24/04/2024 11:31:13
419,294,24/05/2024 02:22:29
1335,1305,23/05/2024 07:45:45
109,1897,10/06/2024 03:22:52
41,1566,26/05/2024 04:23:48
1898,1458,04/05/2024 11:02:37
1045,1846,17/05/2024 07:23:34
1066,266,07/06/2024 08:06:13
972,1017,27/05/2024 21:06:26
692,1380,30/04/2024 07:18:46
1474,449,01/10/2024 04:48:03
896,1136,03/06/2024 06:09:04
1513,1345,19/05/2024 08:10:02
995,446,07/05/2024 12:40:04
1752,624,19/05/2024 19:13:30
1677,80,26/05/2024 23:15:33
247,1819,25/05/2024 10:58:15
1854,553,05/05/2024 10:09:04
932,442,08/06/2024 05:19:54
1091,493,11/05/2024 10:24:55
508,1792,06/05/2024 11:42:54
1802,216,24/09/2024 23:52:48
991,295,06/05/2024 23:41:18
286,729,01/07/2024 21:41:54
674,1383,02/06/2024 02:35:48
562,1233,28/05/2024 22:08:38
1878,224,10/09/2024 18:28:26
1049,1116,27/07/2024 19:17:04
511,417,09/09/2024 04:29:09
1593,362,18/08/2024 10:58:02
148,995,17/05/2024 22:40:28
130,1836,19/05/2024 06:56:04
778,116,06/05/2024 11:51:02
3,332,27/05/2024 06:06:01
1600,647,03/06/2024 08:34:47
1846,1125,08/05/2024 20:41:03
1851,1545,05/05/2024 09:22:02
770,1109,27/05/2024 23:22:53
185,1241,05/07/2024 23:01:54
634,1295,18/05/2024 03:32:43
995,967,11/05/2024 10:34:54
1869,515,24/05/2024 00:13:02
729,1476,29/04/2024 12:21:59
227,243,19/07/2024 01:11:36
1091,496,19/05/2024 07:27:25
553,123,21/05/2024 07:50:28
1633,1014,21/05/2024 18:28:07
419,1682,08/05/2024 23:58:31
857,1309,07/05/2024 09:30:03
1513,1839,17/05/2024 08:59:47
1041,1100,27/05/2024 08:29:45
266,532,23/04/2024 12:04:32
53,103,04/05/2024 00:20:25
1372,1454,12/05/2024 01:56:06
493,295,06/05/2024 09:59:12
1419,1320,30/04/2024 23:03:30
148,389,05/05/2024 08:48:34
1615,1645,08/05/2024 01:05:46
245,1819,25/05/2024 11:13:17
1320,542,10/05/2024 08:11:03
1338,810,04/08/2024 09:22:04
901,1244,25/06/2024 11:02:37
770,1606,21/05/2024 08:29:50
912,1380,25/05/2024 06:39:43
148,1790,25/05/2024 21:32:02
176,792,14/06/2024 07:20:04
1673,970,20/05/2024 23:29:21
1308,650,19/05/2024 00:06:45
1639,1609,14/06/2024 09:53:29
1866,1089,01/06/2024 01:41:04
1509,1109,12/07/2024 12:46:12
216,1802,24/09/2024 23:38:31
808,1292,18/05/2024 00:33:35
729,702,13/05/2024 06:24:25
303,988,10/05/2024 10:24:35
123,1045,19/05/2024 09:26:12
1496,1538,12/05/2024 05:06:32
385,1670,17/05/2024 08:28:14
1702,202,15/05/2024 10:00:53
1100,902,26/05/2024 10:33:30
1672,941,01/06/2024 05:35:53
1496,168,02/05/2024 07:15:50
1599,1289,09/06/2024 09:45:33
356,116,19/05/2024 07:54:51
1639,1309,02/06/2024 15:45:01
1110,501,06/05/2024 11:17:23
1117,670,29/04/2024 10:30:24
577,894,11/05/2024 09:51:25
1041,125,20/05/2024 22:12:02
902,1531,24/05/2024 08:44:41
1320,387,24/04/2024 09:03:01
1586,1553,01/05/2024 20:20:13
1790,1158,03/06/2024 05:25:08
1802,985,06/06/2024 22:54:14
1597,1017,11/06/2024 03:21:00
1560,281,24/05/2024 05:21:17
1565,971,03/05/2024 11:02:15
318,1468,17/05/2024 07:09:27
1109,848,03/07/2024 22:45:50
1109,791,18/06/2024 07:59:00
1337,364,30/04/2024 05:38:18
53,45,22/05/2024 03:21:48
804,473,04/05/2024 10:04:52
243,614,14/08/2024 00:01:53
950,1693,06/10/2024 03:34:24
41,1790,12/07/2024 23:21:29
491,1590,05/07/2024 06:25:13
1509,1678,03/06/2024 22:43:54
985,1024,22/07/2024 08:37:40
1117,1779,27/05/2024 08:57:39
822,1373,22/09/2024 08:42:25
1058,1326,06/05/2024 02:33:15
460,1049,21/05/2024 20:14:31
148,991,07/05/2024 00:43:33
171,1075,10/06/2024 05:25:24
1802,1803,28/09/2024 02:42:09
493,1792,29/04/2024 22:35:38
734,771,24/05/2024 04:02:23
1309,688,01/05/2024 10:15:40
606,1234,27/05/2024 19:15:09
184,760,20/05/2024 08:25:30
1102,294,03/05/2024 10:57:17
711,1389,07/05/2024 21:27:52
912,624,10/05/2024 05:13:17
1467,768,08/07/2024 23:02:58
1538,1496,09/05/2024 11:29:51
1803,1354,23/08/2024 04:53:12
1862,1349,13/05/2024 06:01:00
1406,1834,06/05/2024 09:23:15
362,598,07/05/2024 11:29:06
1320,768,08/07/2024 01:50:31
1389,202,24/05/2024 05:49:25
961,646,25/05/2024 03:37:34
41,1158,18/05/2024 08:39:06
801,832,03/06/2024 04:36:40
243,120,13/08/2024 20:15:24
125,495,13/05/2024 06:09:51
702,1258,19/05/2024 19:44:57
138,1292,27/05/2024 19:56:03
125,452,04/05/2024 09:04:56
808,22,02/06/2024 04:28:49
1789,448,19/05/2024 01:30:52
1598,143,03/07/2024 06:07:03
1360,123,27/05/2024 09:47:46
1158,823,19/05/2024 06:45:10
912,1607,09/05/2024 10:15:57
1802,1049,27/08/2024 03:38:15
1760,1657,23/08/2024 07:24:32
281,1045,09/06/2024 09:09:17
495,1754,09/06/2024 09:31:43
755,966,10/05/2024 07:31:30
1604,213,27/05/2024 04:30:38
995,103,05/05/2024 03:16:25
1752,1253,26/04/2024 07:55:43
1862,1349,13/05/2024 06:32:51
13,1576,29/04/2024 10:41:22
1659,41,08/06/2024 22:08:18
176,224,06/07/2024 06:40:10
903,1234,12/05/2024 01:22:01
1597,184,19/05/2024 05:45:10
1843,1391,20/05/2024 16:44:11
1214,202,05/05/2024 09:32:15
1014,1109,21/05/2024 08:25:41
496,130,29/04/2024 01:00:14
574,1752,20/05/2024 00:07:14
956,371,23/04/2024 03:40:25
1893,481,05/07/2024 14:08:06
966,1592,10/05/2024 00:28:44
1194,702,21/05/2024 01:08:05
1154,1109,10/07/2024 07:47:24
1802,216,01/10/2024 22:02:18
138,1352,02/05/2024 01:05:19
577,1345,07/05/2024 06:04:15
102,448,19/05/2024 04:19:29
1295,1892,25/05/2024 21:01:58
1576,1036,12/05/2024 06:24:33
1670,1036,17/05/2024 07:41:10
1806,1802,28/09/2024 18:49:17
985,125,13/05/2024 07:12:04
810,1234,27/08/2024 07:13:44
1615,972,26/05/2024 18:07:27
967,1760,22/05/2024 09:32:30
125,32,04/05/2024 04:54:32
1897,400,08/05/2024 07:32:53
1531,1878,17/08/2024 02:40:54
1059,500,19/08/2024 02:28:35
1513,711,07/06/2024 22:36:06
41,460,03/05/2024 10:33:32
1045,281,25/05/2024 08:43:42
1513,1806,06/06/2024 06:17:14
448,952,27/05/2024 08:42:25
970,1698,09/06/2024 02:31:04
1513,1345,04/05/2024 09:03:08
1620,1389,05/05/2024 10:05:27
1130,691,07/10/2024 08:45:35
1028,1763,29/04/2024 10:17:42
634,1295,09/05/2024 00:15:24
1897,890,19/05/2024 18:33:49
1649,1883,26/05/2024 09:07:19
123,1899,29/05/2024 07:26:26
1021,477,27/05/2024 06:18:38
1014,1571,28/05/2024 19:07:10
81,127,28/05/2024 08:12:23
808,226,18/05/2024 11:07:14
1319,230,14/05/2024 21:59:54
1117,1194,08/05/2024 09:29:00
1482,125,27/04/2024 11:15:21
961,1725,25/05/2024 11:27:46
1391,674,28/04/2024 11:42:45
419,1744,01/05/2024 07:17:27
1619,176,22/05/2024 12:49:41
477,1591,21/05/2024 07:37:18
615,1049,28/05/2024 03:03:53
216,1802,17/09/2024 23:53:47
332,208,13/06/2024 05:14:33
153,1034,17/05/2024 01:53:25
41,1024,01/05/2024 04:06:58
266,1234,11/05/2024 19:12:29
1233,1707,22/05/2024 04:31:55
1291,424,27/08/2024 09:54:39
615,452,27/05/2024 02:06:26
1754,761,19/05/2024 07:43:58
995,446,04/05/2024 11:15:07
702,729,13/05/2024 05:49:58
951,495,28/05/2024 05:08:48
1597,1887,20/05/2024 23:17:09
1538,422,25/05/2024 10:12:44
740,1030,27/05/2024 08:47:08
185,1835,02/07/2024 08:14:25
1776,1320,27/05/2024 03:28:27
286,202,11/05/2024 07:10:38
1411,1444,06/08/2024 06:36:12
572,967,26/07/2024 07:27:52
1678,1028,30/04/2024 11:25:58
651,1223,04/06/2024 22:28:40
1133,139,24/05/2024 08:38:37
224,1193,08/06/2024 07:31:06
179,177,19/05/2024 04:50:13
1241,890,10/05/2024 10:11:52
896,1360,27/05/2024 09:11:28
1391,1776,06/05/2024 10:03:31
116,1639,17/05/2024 08:34:38
961,902,30/05/2024 01:09:04
1538,1369,02/06/2024 04:31:19
1399,1317,13/06/2024 00:43:28
1672,140,31/05/2024 01:42:07
1292,890,17/05/2024 04:48:10
1499,1673,17/05/2024 03:52:27
711,81,28/05/2024 18:21:23
619,1789,11/05/2024 07:26:14
792,972,14/06/2024 23:30:27
1083,641,17/05/2024 07:49:50
1028,1710,01/05/2024 10:34:01
711,557,19/07/2024 08:15:07
1854,1309,08/05/2024 09:17:15
1649,125,21/05/2024 05:27:57
496,1513,08/05/2024 10:18:00
125,244,19/05/2024 07:25:48
421,1451,13/08/2024 19:54:47
1719,476,23/05/2024 00:35:39
1409,1075,08/06/2024 09:11:03
1639,125,06/05/2024 10:15:27
912,1054,10/06/2024 00:31:37
1897,1545,06/05/2024 22:03:10
1429,1780,07/05/2024 09:10:24
1836,1639,05/05/2024 06:26:13
318,125,20/05/2024 21:44:57
1803,862,04/08/2024 07:17:47
624,1752,12/05/2024 06:29:05
318,1897,21/05/2024 04:45:24
674,1617,28/04/2024 11:44:59
1449,1770,21/07/2024 07:21:53
841,460,10/05/2024 09:36:36
406,1609,03/06/2024 06:33:40
1600,1685,03/06/2024 07:13:18
543,1109,14/06/2024 21:46:49
932,442,28/05/2024 00:33:36
1422,1050,18/05/2024 01:30:40
1058,31,17/05/2024 08:25:18
1664,961,25/05/2024 05:38:59
896,1110,19/05/2024 06:18:31
729,1835,09/07/2024 02:59:35
1609,148,23/07/2024 06:56:03
1393,184,17/05/2024 05:12:55
246,971,02/05/2024 20:14:37
607,570,16/05/2024 09:03:10
103,761,06/05/2024 06:11:12
281,1894,26/05/2024 05:59:05
1538,419,13/05/2024 01:38:21
78,1802,16/09/2024 04:34:47
841,1129,10/05/2024 09:40:39
216,1151,09/10/2024 07:33:31
702,1706,05/05/2024 02:32:16
1700,553,28/05/2024 04:31:08
1509,448,12/07/2024 12:46:10
218,1320,16/05/2024 07:52:54
281,574,10/06/2024 21:04:05
9,1045,25/05/2024 09:34:50
1827,427,06/05/2024 03:40:06
906,762,12/05/2024 01:16:31
179,1100,18/05/2024 06:23:26
1789,858,27/05/2024 05:36:24
970,1718,02/06/2024 02:44:16
1283,857,17/05/2024 23:58:23
116,1755,19/05/2024 21:47:52
702,729,13/05/2024 06:39:36
1568,1345,13/05/2024 05:10:15
1034,81,17/05/2024 21:27:24
1347,281,08/06/2024 23:32:25
651,770,23/05/2024 03:06:15
770,991,09/05/2024 11:00:54
729,275,12/05/2024 06:00:57
176,1802,02/10/2024 00:46:43
123,1364,20/05/2024 23:00:37
3,1845,21/05/2024 08:59:59
1869,448,28/05/2024 04:06:13
1770,437,06/09/2024 19:39:05
459,641,08/05/2024 07:55:41
1422,801,15/06/2024 01:25:09
1513,496,24/05/2024 07:29:08
550,753,07/06/2024 03:43:21
460,577,10/05/2024 11:45:10
760,1313,26/05/2024 18:06:01
1866,125,24/05/2024 11:21:38
243,448,13/08/2024 20:31:29
1110,680,09/06/2024 03:44:15
1862,871,19/05/2024 04:58:34
9,970,10/05/2024 11:52:31
862,406,04/08/2024 03:45:53
1723,294,05/05/2024 11:36:07
1055,1593,08/09/2024 22:30:35
202,692,01/05/2024 06:44:31
778,116,13/05/2024 01:14:02
344,650,20/05/2024 20:39:19
1189,79,27/05/2024 10:27:33
913,770,10/06/2024 06:43:51
93,140,22/07/2024 23:58:14
711,1531,19/08/2024 03:20:34
1894,598,26/05/2024 07:23:20
1228,1403,27/05/2024 09:32:24
1866,1229,15/07/2024 10:38:40
318,1389,06/05/2024 00:42:34
326,711,05/08/2024 09:04:23
961,701,31/05/2024 09:49:58
1897,890,14/05/2024 16:29:05
217,1590,08/06/2024 18:00:29
202,294,27/04/2024 23:46:18
138,341,28/05/2024 20:55:31
550,1513,20/05/2024 07:33:31
148,394,26/04/2024 10:19:10
1639,100,12/05/2024 20:39:02
801,1078,17/08/2024 19:37:20
41,1380,31/08/2024 03:28:08
1086,1422,08/09/2024 19:50:15
448,103,19/05/2024 22:06:54
243,719,14/09/2024 07:22:48
513,496,24/05/2024 20:22:22
125,418,23/05/2024 07:22:07
1389,753,03/06/2024 01:21:18
1645,153,16/05/2024 19:35:14
41,1181,05/06/2024 02:40:57
1775,1079,10/06/2024 20:12:54
642,1380,23/05/2024 04:19:30
121,32,06/05/2024 03:34:37
163,1887,19/05/2024 07:46:22
783,1277,14/05/2024 22:29:56
1252,735,10/05/2024 11:22:07
1214,1897,13/06/2024 16:44:31
1670,771,10/06/2024 04:24:09
902,154,24/05/2024 08:50:42
1391,819,05/05/2024 00:32:29
1088,311,06/05/2024 10:07:57
995,1639,07/05/2024 05:30:24
1058,452,24/05/2024 08:05:42
1586,971,02/05/2024 21:32:13
148,1786,27/04/2024 10:52:10
1049,1289,27/05/2024 08:09:04
779,1626,25/05/2024 14:09:42
1806,1513,08/06/2024 06:23:48
115,202,19/05/2024 04:36:48
1466,1384,26/05/2024 08:46:57
81,9,26/05/2024 09:01:21
889,719,14/09/2024 02:49:53
1109,281,13/06/2024 01:42:05
266,1531,27/06/2024 18:39:00
1513,640,05/05/2024 10:12:40
1482,125,28/04/2024 08:47:16
1897,1232,07/07/2024 04:17:41
1219,3,27/05/2024 06:49:10
227,711,13/08/2024 06:45:29
634,1295,16/05/2024 10:55:06
1466,1846,05/05/2024 01:37:42
1419,795,23/05/2024 02:12:28
1158,1157,21/05/2024 04:39:40
103,140,25/04/2024 10:52:38
1765,1402,07/10/2024 08:24:27
985,1024,12/08/2024 00:57:49
1715,1802,24/09/2024 23:51:08
1545,852,07/05/2024 10:05:40
1790,932,09/06/2024 18:21:40
1862,1597,13/06/2024 22:03:03
906,762,24/05/2024 18:59:28
236,473,05/07/2024 21:31:41
1897,202,06/05/2024 18:40:05
1384,690,23/04/2024 12:50:36
1681,1430,07/05/2024 19:11:03
171,122,10/06/2024 04:35:40
1717,1380,18/05/2024 07:55:19
1693,1109,25/05/2024 07:38:03
185,1566,05/07/2024 20:45:48
1030,625,14/06/2024 10:08:15
